strategy,NUM_VEHICLES,SIM_TIME,total_tasks_generated,completed_tasks,failed_tasks,average_latency_seconds,total_energy_joules,total_latency_seconds,run_iteration
Proposed,500,175,6161,1792,0,3.9593783858922516,301.6096155036092,7095.206067518915,1
DECO,500,175,6161,918,0,0.7607231690429825,202.77443779929425,698.343869181458,1
Local,500,175,6161,4315,1810,9.121057591710356,3357893.2168372273,55866.47774922593,1
Random,500,175,6161,980,144,4.50851838761609,267860.3230951318,5067.574667680485,1
Greedy,500,175,6161,926,0,0.7528219731690784,202.41801821537868,697.1131471545666,1
Proposed,500,175,6111,1742,0,3.9156739660645847,299.18613349523514,6821.1040488845065,2
DECO,500,175,6111,932,0,0.748270685566824,202.50143663050594,697.3882789482799,2
Local,500,175,6111,4267,1842,9.162117884634183,3354473.205360356,55971.378157230225,2
Random,500,175,6111,1022,159,4.687008633095457,295037.20508140005,5535.357195685734,2
Greedy,500,175,6111,925,0,0.7545755556952529,202.67119125002245,697.982389018109,2
Proposed,500,175,6122,1861,0,3.96525549722516,302.6175856861295,7379.340480336023,3
DECO,500,175,6122,896,0,0.779206830574762,202.72074101832956,698.1693201949868,3
Local,500,175,6122,4410,1798,8.99062848273914,3344265.7449718295,55813.82162084458,3
Random,500,175,6122,1067,174,4.819515390565247,319332.9299721896,5981.0185996914715,3
Greedy,500,175,6122,932,0,0.7501577929584472,203.01165098987184,699.1470630372728,3
Proposed,500,175,6166,1816,0,4.072392206065492,300.0823150220907,7395.464246214932,4
DECO,500,175,6166,919,0,0.7597178058469006,202.73086851144274,698.1806635733017,4
Local,500,175,6166,4232,1846,9.192977677786589,3330116.799407296,55874.918325586885,4
Random,500,175,6166,1024,166,4.687839891208544,293687.8039474086,5578.529470538167,4
Greedy,500,175,6166,940,0,0.7420836386629928,202.5454821718539,697.5586203432132,4
Proposed,500,175,6081,1853,0,3.986599664705963,301.976605876383,7387.16917870015,5
DECO,500,175,6081,897,0,0.7791115082727126,202.93068352009982,698.8630229206232,5
Local,500,175,6081,4279,1789,9.103310047144742,3317088.2067797845,55238.8853660743,5
Random,500,175,6081,1045,174,4.768167655686382,307783.35052110464,5812.396372281699,5
Greedy,500,175,6081,912,0,0.7653158349226391,202.66383798053326,697.9680414494469,5
Proposed,500,175,6177,1842,0,3.8907959073698426,301.07523319068866,7166.84606137525,6
DECO,500,175,6177,931,0,0.750178297307887,202.79453463218414,698.4159947936428,6
Local,500,175,6177,4345,1831,9.115683947655473,3349205.1305974782,56298.4640607202,6
Random,500,175,6177,1031,187,4.7434156763746556,306933.3637370606,5777.48029382433,6
Greedy,500,175,6177,903,0,0.7729398222846411,202.66067691352998,697.964659523031,6
Proposed,500,175,6118,1748,0,3.982449033836877,299.7549596258493,6961.320911146861,7
DECO,500,175,6118,919,0,0.7598464071087022,202.76479876001596,698.2988481328973,7
Local,500,175,6118,4347,1846,8.997198212671499,3355008.12774577,55719.6485310746,7
Random,500,175,6118,1019,176,4.883505721714341,309354.3970856972,5835.7893374486375,7
Greedy,500,175,6118,904,0,0.771917053998275,202.6139504534664,697.8130168144406,7
Proposed,500,175,6183,1723,0,3.9462961836284705,299.4147321088396,6799.468324391854,8
DECO,500,175,6183,939,0,0.7427473019112578,202.50743284431186,697.4397164946711,8
Local,500,175,6183,4375,1805,9.034146687717719,3323263.95696104,55831.0265300955,8
Random,500,175,6183,1067,169,4.736609650108454,308509.1042238369,5854.449527534049,8
Greedy,500,175,6183,939,0,0.7438051491920984,202.80499827274772,698.4330350913804,8
Proposed,500,175,6179,1800,0,3.92946566626032,303.45187056387283,7073.038199268575,9
DECO,500,175,6179,923,0,0.7568405620620297,202.84397458924718,698.5638387832533,9
Local,500,175,6179,4182,1947,9.178403853696532,3342235.7590825176,56254.43721930604,9
Random,500,175,6179,992,159,4.973361902743395,309457.19684524415,5724.339550057648,9
Greedy,500,175,6179,920,0,0.7596122235323671,202.9235394713133,698.8432456497777,9
Proposed,500,175,6117,1783,0,3.905765448388998,300.5211689777583,6963.979794477584,10
DECO,500,175,6117,916,0,0.7629791686019561,202.93723897464173,698.8889184393918,10
Local,500,175,6117,4317,1870,9.042122340383836,3370533.1149211614,55943.610919954794,10
Random,500,175,6117,982,179,4.795666550136756,293101.4172908373,5567.768864708774,10
Greedy,500,175,6117,913,0,0.7652390366126046,202.8632528417852,698.663240427308,10
