strategy,NUM_VEHICLES,SIM_TIME,total_tasks_generated,completed_tasks,failed_tasks,average_latency_seconds,total_energy_joules,total_latency_seconds,run_iteration
Proposed,250,150,2884,2428,0,2.7177532558821884,458.2255849586851,6598.704905281954,1
DECO,250,150,2884,776,0,0.7713686809068238,173.84048975643515,598.5820963836952,1
Local,250,150,2884,2147,697,7.969879423777477,1544188.886802042,22666.337081223144,1
Random,250,150,2884,915,48,2.83446871875108,137267.12736539397,2729.59337615729,1
Greedy,250,150,2884,755,0,0.7921703579692466,173.7027631407267,598.0886202667812,1
Proposed,250,150,2901,2484,0,2.8426030683242574,463.79301071876466,7061.0260217174555,2
DECO,250,150,2901,792,0,0.7563671537143145,173.98281463701528,599.0427857417371,2
Local,250,150,2901,2172,680,7.936725361452556,1548296.0893076626,22635.54073086269,2
Random,250,150,2901,841,68,3.058478148550552,146595.10017275522,2780.1566370324517,2
Greedy,250,150,2901,769,0,0.7771357243237946,173.560629990801,597.6173720049981,2
Proposed,250,150,2879,2433,0,2.733023865708865,454.56524653220856,6649.447065269668,3
DECO,250,150,2879,783,0,0.7639627980846618,173.73037386113427,598.1828709002903,3
Local,250,150,2879,2195,633,7.915194471214637,1533320.928351032,22384.169964594992,3
Random,250,150,2879,938,63,3.035807307402453,155078.37529649946,3038.8431147098554,3
Greedy,250,150,2879,776,0,0.7703908267834755,173.60812527369416,597.823281583977,3
Proposed,250,150,2945,2441,0,2.767167248655854,464.1690764805463,6754.655253968939,4
DECO,250,150,2945,780,0,0.7669836155016457,173.75063022071677,598.2472200912837,4
Local,250,150,2945,2164,669,8.042640510621215,1545234.1804109355,22784.8005665899,4
Random,250,150,2945,964,84,3.0497533986046963,170009.87670651253,3196.1415617377215,4
Greedy,250,150,2945,791,0,0.7560611312416562,173.68981587226855,598.04435481215,4
Proposed,250,150,2959,2388,0,2.686716543698269,466.3829244367946,6415.879106351467,5
DECO,250,150,2959,782,0,0.7648299380727155,173.7146323672116,598.0970115728635,5
Local,250,150,2959,2258,649,7.758732435512976,1572480.2182326857,22554.63519003622,5
Random,250,150,2959,838,75,3.298756461755994,161765.6772925926,3011.7646495832223,5
Greedy,250,150,2959,810,0,0.7366381803030151,173.29339857228678,596.6769260454422,5
Proposed,250,150,2907,2405,0,2.7527942480373926,450.4202476583131,6620.470166529929,6
DECO,250,150,2907,775,0,0.7713469486319792,173.62168525952765,597.7938851897839,6
Local,250,150,2907,2303,620,7.760887504381854,1578094.4996975749,22685.07417530816,6
Random,250,150,2907,817,55,3.1974336084114063,143522.77488938754,2788.1621065347463,6
Greedy,250,150,2907,811,0,0.7377435188444429,173.75515679026884,598.3099937828432,6
Proposed,250,150,2937,2453,0,2.725656711244086,457.2463999844284,6686.035912681744,7
DECO,250,150,2937,805,0,0.7423093012205358,173.55835978366412,597.5589874825314,7
Local,250,150,2937,2205,670,7.901493973246575,1574208.5734881265,22716.795173083905,7
Random,250,150,2937,911,63,2.957209156621332,149765.02639341634,2880.3217185491776,7
Greedy,250,150,2937,770,0,0.7770411343081818,173.7788492750425,598.3216734173,7
Proposed,250,150,2911,2310,0,2.7603753665249524,443.9797540541934,6376.46709667264,8
DECO,250,150,2911,772,0,0.7752679597679242,173.8267435200449,598.5068649408374,8
Local,250,150,2911,2313,636,7.7384033992217764,1612694.1187207447,22820.55162430502,8
Random,250,150,2911,881,70,3.128773461280618,156852.4630870307,2975.463561677868,8
Greedy,250,150,2911,773,0,0.7739811254274608,173.775945453293,598.2874099554272,8
Proposed,250,150,2926,2370,0,2.7009059910162048,460.1994697070726,6401.147198708405,9
DECO,250,150,2926,794,0,0.7533297182889584,173.7208657281469,598.143796321433,9
Local,250,150,2926,2245,666,7.824841887240064,1589453.4102641637,22778.114733755825,9
Random,250,150,2926,972,80,3.3031741533960632,183560.1196204377,3474.9392093726583,9
Greedy,250,150,2926,767,0,0.7808093876542327,173.928478521802,598.8808003307964,9
Proposed,250,150,2964,2413,0,2.744864921265746,458.2890606630397,6623.359055014245,10
DECO,250,150,2964,781,0,0.7661443340085514,173.8119941296851,598.3587248606786,10
Local,250,150,2964,2305,632,7.760284066456833,1599042.0427178177,22791.95430318372,10
Random,250,150,2964,904,51,2.8309400313114716,136097.00778815954,2703.5477299024556,10
Greedy,250,150,2964,795,0,0.7513415302657904,173.49047588723462,597.3165165613034,10
