strategy,NUM_VEHICLES,SIM_TIME,total_tasks_generated,completed_tasks,failed_tasks,average_latency_seconds,total_energy_joules,total_latency_seconds,run_iteration
Proposed,750,200,9903,4078,0,3.1489006893513207,757.0972572310222,12841.217011174685,1
DECO,750,200,9903,1031,0,0.7730391080280344,231.35357331516968,797.0033203769035,1
Local,750,200,9903,6445,3509,9.941316354916628,5430609.9770068815,98955.86299684012,1
Random,750,200,9903,2473,248,3.4378084617253517,405927.73103471403,9354.276824354682,1
Greedy,750,200,9903,1038,0,0.7692313822761642,231.77833148737025,798.4621748026584,1
Proposed,750,200,9970,4012,0,3.090489362182485,759.9543971861831,12399.043321076131,2
DECO,750,200,9970,1046,0,0.7633290505677212,231.76808517420187,798.4421868938364,2
Local,750,200,9970,6451,3472,9.909889495939318,5406341.579090523,98335.83346820585,2
Random,750,200,9970,2408,233,3.3482145330652036,382422.1915809065,8842.634581825203,2
Greedy,750,200,9970,1071,0,0.7446297881441085,231.50389886686844,797.4985031023402,2
Proposed,750,200,9901,3993,0,3.1628426017126072,732.0875590206417,12629.23050863844,3
DECO,750,200,9901,1030,0,0.7748999323159201,231.68087855165763,798.1469302853977,3
Local,750,200,9901,6454,3524,9.895928654825312,5430507.12386095,98741.57611784695,3
Random,750,200,9901,2385,304,3.6812036792989398,440431.7368639531,9898.756693634848,3
Greedy,750,200,9901,1041,0,0.7658372080628133,231.41651956255168,797.2365335933887,3
Proposed,750,200,10013,4129,0,3.1346362984033727,755.5039438088866,12942.913276107525,4
DECO,750,200,10013,1055,0,0.7567093328014891,231.72704397133063,798.328346105571,4
Local,750,200,10013,6474,3492,9.875019505302486,5407218.70551389,98414.44438984458,4
Random,750,200,10013,2313,258,3.7450996597177975,432146.29022520845,9628.651225134457,4
Greedy,750,200,10013,1078,0,0.7402068945953807,231.61956441026672,797.9430323738204,4
Proposed,750,200,9913,3891,0,3.0398965009110883,748.6211674560262,11828.237285045045,5
DECO,750,200,9913,1026,0,0.7778959587878612,231.67421910383587,798.1212537163456,5
Local,750,200,9913,6432,3526,9.929116457766334,5440422.83827047,98874.14168643716,5
Random,750,200,9913,2412,262,3.480851304582626,407061.4144972649,9307.796388453942,5
Greedy,750,200,9913,1054,0,0.7568562352478739,231.56663981335151,797.7264719512591,5
Proposed,750,200,9928,3898,0,3.127339574526109,740.2605049470061,12190.369661502773,6
DECO,750,200,9928,1065,0,0.7488231786500803,231.48379932186953,797.4966852623355,6
Local,750,200,9928,6619,3378,9.875429415485229,5428396.201208049,98724.66786660583,6
Random,750,200,9928,2314,255,3.5287062237765574,395495.6775024794,9065.246288881975,6
Greedy,750,200,9928,1036,0,0.7706348835846253,231.7429663227942,798.3777393936718,6
Proposed,750,200,9971,4086,0,3.1751250054627422,749.6673288209145,12973.560772320765,7
DECO,750,200,9971,1055,0,0.7557529714115132,231.4374163645299,797.3193848391464,7
Local,750,200,9971,6541,3388,9.825408920186003,5370131.975535186,97556.48516852682,7
Random,750,200,9971,2405,309,3.840425957439005,467615.5825187027,10422.91604848946,7
Greedy,750,200,9971,1045,0,0.7638798586982188,231.71168636325822,798.2544523396386,7
Proposed,750,200,9908,4163,0,3.2063413260984936,758.8059095066694,13347.998940548028,8
DECO,750,200,9908,1066,0,0.7489627595176691,231.75896979447378,798.3943016458353,8
Local,750,200,9908,6475,3497,9.882544004171935,5411219.959035134,98548.72880960253,8
Random,750,200,9908,2470,274,3.670990531915403,446722.65980233456,10073.198019575866,8
Greedy,750,200,9908,1048,0,0.7615391512312149,231.65973729337554,798.0930304903131,8
Proposed,750,200,9922,3962,0,3.108960579206821,742.7339419659697,12317.701814817425,9
DECO,750,200,9922,1045,0,0.7637471335722693,231.67229920969305,798.1157545830214,9
Local,750,200,9922,6457,3470,9.946341015975458,5417190.233867463,98737.32726558836,9
Random,750,200,9922,2394,279,3.561198591313828,421501.9647547494,9519.083834581863,9
Greedy,750,200,9922,1061,0,0.7529533745924408,231.89606769133235,798.8835304425797,9
Proposed,750,200,9946,4042,0,3.143657572866697,739.5122953626053,12706.66390952719,10
DECO,750,200,9946,1032,0,0.7738376518148637,231.81002040839576,798.6004566729393,10
Local,750,200,9946,6334,3562,9.975291320132813,5424247.242495555,98715.48290403432,10
Random,750,200,9946,2292,243,3.5162230400974592,388996.9520662992,8913.62540664706,10
Greedy,750,200,9946,1049,0,0.760241689769416,231.48805554089995,797.4935325681173,10
