strategy,NUM_VEHICLES,SIM_TIME,total_tasks_generated,completed_tasks,failed_tasks,average_latency_seconds,total_energy_joules,total_latency_seconds,run_iteration
Proposed,250,150,2490,1466,0,2.6439500721050613,1422.2536363214122,3876.03080570602,1
DECO,250,150,2490,794,0,0.7535057082497487,694.5230484470533,598.2835323503004,1
Local,250,150,2490,1654,829,9.776560882173968,1338829.0021963909,24275.20067043796,1
Random,250,150,2490,691,95,4.143696224333063,150825.01807693677,3256.9452323257874,1
Greedy,250,150,2490,787,0,0.7594758306679772,693.8543312070669,597.707478735698,1
Proposed,250,150,2451,1513,0,2.6541798711301223,1444.377904558606,4015.774145019875,2
DECO,250,150,2451,754,0,0.7922190218837437,693.4197794782204,597.3331425003428,2
Local,250,150,2451,1612,874,9.87097510195293,1349325.9779938897,24539.24410345498,2
Random,250,150,2451,676,102,4.355841815197067,159181.83196830252,3388.844932223318,2
Greedy,250,150,2451,797,0,0.7525308216836735,696.2452210969686,599.7670648818878,2
Proposed,250,150,2469,1481,0,2.6564519224012866,1420.7599023880907,3934.2052970763057,3
DECO,250,150,2469,791,0,0.7543120074248706,692.639281913288,596.6607978730726,3
Local,250,150,2469,1593,866,10.099270287011702,1367135.6149901953,24834.105635761774,3
Random,250,150,2469,728,102,4.096459281722419,157047.7382694083,3400.0612038296076,3
Greedy,250,150,2469,806,0,0.7430223424164645,695.2108293461536,598.8760079876704,3
Proposed,250,150,2481,1471,0,2.586197973212697,1425.7052420274613,3804.2972185958774,4
DECO,250,150,2481,793,0,0.7538421668147047,693.9580650766804,597.7968382840609,4
Local,250,150,2481,1629,847,9.805086908997435,1331970.9406172265,24277.395186677648,4
Random,250,150,2481,698,106,4.203516482553802,157857.00292254254,3379.627251973257,4
Greedy,250,150,2481,770,0,0.7767804756028017,694.3343320235796,598.1209662141573,4
Proposed,250,150,2456,1596,0,2.6694056300032694,1495.1738707490554,4260.371385485218,5
DECO,250,150,2456,794,0,0.7536761863937899,694.6801819617656,598.4188919966691,5
Local,250,150,2456,1563,858,9.959623605000822,1323054.8880478367,24112.248747706988,5
Random,250,150,2456,631,104,4.318308232800825,149167.92496875004,3173.956551108606,5
Greedy,250,150,2456,786,0,0.7604832505794843,693.8918922281888,597.7398349554746,5
Proposed,250,150,2492,1513,0,2.5671098291088055,1454.1311209117662,3884.0371714416224,6
DECO,250,150,2492,775,0,0.7725501771681895,695.0371407741317,598.7263873053469,6
Local,250,150,2492,1671,840,9.855442111452588,1363263.6308313427,24747.015141857446,6
Random,250,150,2492,700,105,4.1863540880504395,157477.19831607855,3370.0150408806035,6
Greedy,250,150,2492,796,0,0.7516564162986056,694.5636495309052,598.3185073736901,6
Proposed,250,150,2508,1477,0,2.66417364069421,1404.6123671329872,3934.9844673053485,7
DECO,250,150,2508,775,0,0.7719769196986125,694.5214005098001,598.2821127664247,7
Local,250,150,2508,1670,839,9.751924305777287,1349832.7780286786,24467.57808319521,7
Random,250,150,2508,732,115,4.381662296542403,174423.53277321387,3711.267965171415,7
Greedy,250,150,2508,775,0,0.7721552094190969,694.6818017124886,598.4202872998001,7
Proposed,250,150,2490,1488,0,2.578496060815522,1413.3181209417987,3836.8021384934964,8
DECO,250,150,2490,782,0,0.7652589956821984,694.6960191330205,598.4325346234791,8
Local,250,150,2490,1596,865,9.896500851517176,1340373.9996549347,24355.28859558377,8
Random,250,150,2490,765,111,4.497485399540058,186407.5200735897,3939.7972099970907,8
Greedy,250,150,2490,790,0,0.7566146477906043,693.8753346576855,597.7255717545773,8
Proposed,250,150,2479,1444,0,2.633854497150243,1395.6214433739615,3803.285893884951,9
DECO,250,150,2479,798,0,0.7491578179068851,693.9941682741787,597.8279386896943,9
Local,250,150,2479,1620,865,9.824546920875612,1339869.5240166949,24413.999098375894,9
Random,250,150,2479,670,106,4.306283959531284,156060.89480128832,3341.6763525962765,9
Greedy,250,150,2479,771,0,0.7761136655757094,694.6392548918757,598.3836361588719,9
Proposed,250,150,2442,1482,0,2.609618240918818,1419.702109105361,3867.454233041688,10
DECO,250,150,2442,770,0,0.7771148357950712,694.6332038001578,598.3784235622048,10
Local,250,150,2442,1574,867,9.95565261354694,1335339.3459287607,24301.74802966808,10
Random,250,150,2442,707,115,4.313273875607892,165868.6086581724,3545.511125749687,10
Greedy,250,150,2442,785,0,0.7622659975351389,694.6336501539304,598.3788080650841,10
